OBJECT_TYPE;TABLE_CATALOG;TABLE_SCHEMA;OBJECT_NAME;DATA_AREA;OBJECT_TYPE;DESCRIPTION;BUSINESS_OWNER_PERSON;BUSINESS_OWNER_DEPARTMENT;DATA_SME;ACTIVE_FLAG;SQL_SAMPLES
VIEW;MO;dbo;L0002_IIP_NAV_LOCAL_LATEST_V;GENNEMLYSNING;PRESENTATION;Udstilling af IIP NAV værdier i LOCAL Currency på den underliggende investering (USD, EUR, DKK, JPY etc);SUSANNE;DVR;CLAUS;1;
VIEW;MO;dbo;L0002_IIP_PERFORMANCE_L1_LATEST_V;GENNEMLYSNING;PRESENTATION;Udstilling af performance på level 1;SUSANNE;DVR;CLAUS;1;
VIEW;MO;dbo;L0002_IIP_PERFORMANCE_L2_LATEST_V;GENNEMLYSNING;PRESENTATION;Udstilling af performance på level 2;SUSANNE;DVR;CLAUS;1;
TABLE;MO;dbo;L0002_IIP_PERFORMANCE_LEVEL1;GENNEMLYSNING;WORK;Data fra SMTP placeret i denne tabel;SUSANNE;DVR;CLAUS;1;
TABLE;MO;dbo;L0002_IIP_PERFORMANCE_LEVEL2;GENNEMLYSNING;WORK;Data fra SMTP placeret i denne tabel;SUSANNE;DVR;CLAUS;1;
TABLE;MO;dbo;L0002_IIP_RISK_ASSESMENTS;GENNEMLYSNING;WORK;Data fra SMTP placeret i denne tabel;SUSANNE;DVR;CLAUS;1;
VIEW;MO;dbo;L0002_IIP_RISK_ASSESMENTS_LATEST_V;GENNEMLYSNING;PRESENTATION;Udstilling af seneste risk assesments for IIP investeringer;SUSANNE;DVR;CLAUS;1;
VIEW;MO;dbo;L0002_NPA_AFSTEMNING_V;GENNEMLYSNING;;;;;;1;
VIEW;MO;dbo;L0002_NPA_POSITION_REPORT_V;GENNEMLYSNING;;;;;;1;
TABLE;MO;dbo;L0003_JPM_BANKFILES;;;;;;;1;
VIEW;MO;dbo;L0003_JPM_BANKFILES_V;;;;;;;1;
TABLE;MO;dbo;L0003_MD_BANKS_OLD;;;;;;;1;
TABLE;MO;dbo;L0003_MD_KONTO_FORDELING;;;;;;;1;
TABLE;MO;dbo;L0003_MD_KONTO_MAPPING;;;;;;;1;
VIEW;MO;dbo;L0003_NORDEA_BANK_ACCOUNTS_CONTROLS_V;;;;;;;1;
VIEW;MO;dbo;L0003_NORDEA_BANK_ACCOUNTS_V;;;;;;;1;
TABLE;MO;dbo;L0003_NORDEA_BANKFILES;;;;;;;1;
VIEW;MO;dbo;L0003_NPA_BANK_ACCOUNTS_V;;;;;;;1;
TABLE;MO;dbo;L0004_ICE_CREDIT_INDICES_DATA;;;;;;;1;
VIEW;MO;dbo;L0004_ICE_CREDIT_INDICES_DATA_V;;;;;;;1;
TABLE;MO;dbo;L0004_ICE_GLOBAL_HY_RETURN;;;;;;;1;
VIEW;MO;dbo;L0004_ICE_GLOBAL_HY_RETURN_V;;;;;;;1;
TABLE;MO;dbo;L0004_ICE_HW0C_CONSTITUENTS;;;;;;;1;
VIEW;MO;dbo;L0004_ICE_HW0C_CONSTITUENTS_V;;;;;;;1;
TABLE;MO;dbo;L0004_ICE_HW0C_ESG_INDEXLEVEL;;;;;;;1;
VIEW;MO;dbo;L0004_ICE_HW0C_ESG_INDEXLEVEL_V;;;;;;;1;
TABLE;MO;dbo;L0004_ICE_INDEX_CONSTITUENTS;;;;;;;1;
VIEW;MO;dbo;L0004_ICE_INDEX_CONSTITUENTS_V;;;;;;;1;
TABLE;MO;dbo;L0004_ICE_RISKFREERATE;;;;;;;1;
VIEW;MO;dbo;L0004_ICE_RISKFREERATE_V;;;;;;;1;
TABLE;MO;dbo;L0004_MSCI_CONSTITUENTS_MARKETCLOSE;MSCI;PRESENTATION;Udstilling af constituents fra MSCI;;;;1;
TABLE;MO;dbo;L0004_MSCI_CONSTITUENTS_MARKETCLOSE_ADHOC;MSCI;PRESENTATION;Udstilling af constituents fra MSCI  (Adhoc forespørgsler);;;;1;
TABLE;MO;dbo;L0004_MSCI_FX_RATES;MSCI;PRESENTATION;Udstilling af FX rates fra MSCI;;;;1;
TABLE;MO;dbo;L0004_MSCI_INDEX_PRICE_HISTORY;MSCI;Måske OLD;SKAL UDSØGES NÆRMERE;;;;1;
TABLE;MO;dbo;L0004_MSCI_SECURITIES;MSCI;PRESENTATION;Udstilling af Security stamdata fra MSCI;;;;1;
TABLE;MO;dbo;L0005_GENLYS_FORCA_OLD;;;;;;;1;
TABLE;MO;dbo;L0005_TRS_VALUTADEKOMP_HISTORIK;;;;;;;1;
TABLE;MO;dbo;L0005_TRS_VALUTADEKOMP_HISTORIK_OLD;;;;;;;1;
TABLE;MO;dbo;L0005_TRS_VALUTADEKOMPONERING_FORCA_OLD;;;;;;;1;
TABLE;MO;dbo;L0008_RAMMER__PERIODE_KONFIGURATION;RAMMER;;;;;;1;
TABLE;MO;dbo;L0008_RAMMER_BESTYRELSE_GNS_RENTE;RAMMER;;;;;;1;
VIEW;MO;dbo;L0008_RAMMER_BESTYRELSE_V;RAMMER;;;;;;1;
TABLE;MO;dbo;L0008_RAMMER_CHECK_TRANS;RAMMER;;;;;;1;
VIEW;MO;dbo;L0008_RAMMER_CHECK_TRANS_V;RAMMER;;;;;;1;
TABLE;MO;dbo;L0008_RAMMER_FAKTISK_MANUAL_INDSAMLING;RAMMER;;;;;;1;
VIEW;MO;dbo;L0008_RAMMER_FAKTISK_MANUAL_INDSAMLING_V;RAMMER;;;;;;1;
VIEW;MO;dbo;L0008_RAMMER_INVESTERINGER_V;RAMMER;;;;;;1;
TABLE;MO;dbo;L0008_RAMMER_MANUEL_RISK_TAL;RAMMER;;;;;;1;
VIEW;MO;dbo;L0008_RAMMER_MODEL_PORTFOLIO_UNDTAGELSER_V;RAMMER;;;;;;1;
VIEW;MO;dbo;L0008_RAMMER_MODEL_PORTFOLIO_V;RAMMER;;;;;;1;
TABLE;MO;dbo;L0008_RAMMER_MP_UNDTAGELSE_MATRIX;RAMMER;;;;;;1;
TABLE;MO;dbo;L0008_RAMMER_PAL;RAMMER;;;;;;1;
TABLE;MO;dbo;L0008_RAMMER_RISIKO_STOD;RAMMER;;;;;;1;
TABLE;MO;dbo;L0008_RAMMER_SOURCE_MV;RAMMER;;;;;;1;
TABLE;MO;dbo;L0008_RAMMER_SOURCE_RISIKO_MP;RAMMER;;;;;;1;
TABLE;MO;dbo;L0008_RAMMER_SOURCE_VALUTAOPG;RAMMER;;;;;;1;
TABLE;MO;dbo;L0009_EMAILS_DOWNLOAD;EMAILS;WORK;Disse tabeller skal ikke udstilles i kateloget. ;;;;1;
TABLE;MO;dbo;L0009_EMAILS_DOWNLOAD_CONFIG;EMAILS;WORK;Disse tabeller skal ikke udstilles i kateloget. ;;;;1;
TABLE;MO;dbo;L0011_PRICE_CONFIG_BETA;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_CONFIG_CURRENCY_RATE_MAJINVEST;PRICES/PRISER;WORK;;;;;1;
VIEW;MO;dbo;L0011_PRICE_CONFIG_CURRENCY_RATE_MAJINVEST_V;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_CONFIG_FORECAST_PERIODS;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_CONFIG_ICE_KREDITINDEX;PRICES/PRISER;WORK;;;;;1;
VIEW;MO;dbo;L0011_PRICE_CONFIG_ICE_KREDITINDEX_V;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_CONFIG_ICE_RISKFREERATE_DENMARK_GOCT;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_CONFIG_INTEREST_3M_AVG;PRICES/PRISER;WORK;;;;;1;
VIEW;MO;dbo;L0011_PRICE_CONFIG_INTEREST_3M_AVG_V;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_CONFIG_MAPPING_CREDIT_SPREAD_RATING;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_CONFIG_SCD_PRICE_RESPONSIBLE;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_CONFIG_SCD_PRICE_RESPONSIBLE_OLD;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_CONFIG_TICKER_FROM_PRICES_SCD;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_CONFIG_TICKER_FROM_RISK;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_CONFIG_VERSIONID;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_DVR_ANSVARLIG;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_EARLIER_SETUP;PRICES/PRISER;WORK;;;;;1;
VIEW;MO;dbo;L0011_PRICE_EARLIER_SETUP_LATEST_V;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_M01_PRICE;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_M03_CASHFLOW;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_M03_CASHFLOW_FUNDED_AMOUNT;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_M04_NAV;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_M07__CREDIT_QUALITY_ASSESSMENT;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_M07__CREDIT_QUALITY_ASSESSMENT_PARAMETER;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_M07__CREDIT_QUALITY_ASSESSMENT_RATINGS;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_M07_ALGONQUIN-2022-1;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_M07_COLONNADE2023;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_M07_COLONNADE2023_CREDIT_EVENTS;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_M07_JUNON3;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_M07_JUNON4;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_M07_JUNON5;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_M07_L0011_PRICE_M07_RESONANCEX_CREDIT_EVENTS;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_M07_PKABNPRES4;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_M07_PKABNPRES4_CREDIT_EVENTS;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_M07_PKABNPRES4_OLD;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_M07_PKACOLON20-11-26;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_M07_PKACOLON20-11-26_CREDIT_EVENTS;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_M07_PKAAURELIA-11-26;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_M07_PROJECT-CANVAS;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_M07_RESONANCEX;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_M07_RESONANCEX_CREDIT_EVENTS;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_M07_TRAFIN2023;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_M07_XS2083950175;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_M07_XS2083950175_CREDIT_EVENTS;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_M90_ONBOARDING;PRICES/PRISER;WORK;;;;;1;
VIEW;MO;dbo;L0011_PRICE_RECON_NEW_OLD_SETUP_V;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_REPO;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_REPO_BETA_SIMULATION;PRICES/PRISER;WORK;;;;;1;
VIEW;MO;dbo;L0011_PRICE_REPO_BETA_SIMULATION_V;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_REPO_LOAD_INFO;PRICES/PRISER;WORK;;;;;1;
VIEW;MO;dbo;L0011_PRICE_REPO_V;PRICES/PRISER;PRESENTATION;Udstilling af pris data for alle prismetoder;SUSANNE;DVR;MAJKEN;1;
VIEW;MO;dbo;L0011_PRICE_REPO_V_OLD;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_REPO_VK_SIMULATION;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_SCD_PORTFOLIO_CALC;PRICES/PRISER;WORK;;;;;1;
VIEW;MO;dbo;L0011_PRICE_SCD_PORTFOLIO_CALC_KASSE_V;PRICES/PRISER;WORK;;;;;1;
VIEW;MO;dbo;L0011_PRICE_SCD_PORTFOLIO_CALC_PRICES_KS_VALIDATION_V;PRICES/PRISER;WORK;;;;;1;
VIEW;MO;dbo;L0011_PRICE_SCD_PORTFOLIO_CALC_V;PRICES/PRISER;WORK;;;;;1;
VIEW;MO;dbo;L0011_PRICE_SCD_PORTFOLIO_CALC_V_PRICES_KS;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_SCD_PRICES;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_SCD_TRANSACTIONS;PRICES/PRISER;WORK;;;;;1;
VIEW;MO;dbo;L0011_PRICE_SCD_TRANSACTIONS_END_OF_MONTH_V;PRICES/PRISER;WORK;;;;;1;
VIEW;MO;dbo;L0011_PRICE_SCD_TRANSACTIONS_END_OF_MONTH_V_20250617;PRICES/PRISER;WORK;;;;;1;
VIEW;MO;dbo;L0011_PRICE_TICKER_KEY_VALUES_V;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_TICKER_VALUES_FROM_RISK;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_TICKER_VALUES_MANUAL;PRICES/PRISER;WORK;;;;;1;
VIEW;MO;dbo;L0011_PRICE_TICKER_VALUES_V;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;dbo;L0011_PRICE_TICKER_WEIGHT_MD;PRICES/PRISER;WORK;;;;;1;
TABLE;MO;FORCA\MZA;L0011_PRICES_DVR_ANSVARLIG;;;;;;;1;
TABLE;MO;dbo;L0012_BOARD_REP_CONFIG;;;;;;;1;
VIEW;MO;dbo;L0012_BOARD_REP_CONFIG_V;;;;;;;1;
TABLE;MO;dbo;L0012_BOARD_REP_KASSE_INFO;;;;;;;1;
TABLE;MO;dbo;L0012_BOARD_REP_T_MINUS_PERIODS;;;;;;;1;
TABLE;MO;dbo;L0012_PRICE_SCD_PRICES;;;;;;;1;
TABLE;MO;dbo;L0013_DEVOPS_WORKITEMS;DEVOPS;WORK;;;;;1;
TABLE;MO;dbo;L0013_DEVOPS_WORKITEMS_LINKS;DEVOPS;WORK;;;;;1;
VIEW;MO;dbo;L0013_DEVOPS_WORKITEMS_V;DEVOPS;PRESENTATION;;;;;1;
VIEW;MO;dbo;L0013_TASK_MANAGER_DEVOPS_IMPORT_V;DEVOPS;OLD;SKAL UDSØGES NÆRMERE;;;;1;
TABLE;MO;dbo;L0015_NEGATIVLISTE_INPUT;;;;;;;1;
TABLE;MO;dbo;L0015_NEGATIVLISTE_LANDE;;;;;;;1;
VIEW;MO;dbo;L0015_NEGATIVLISTE_LANDE_V;;;;;;;1;
VIEW;MO;dbo;L0015_NEGATIVLISTE_V;;;;;;;1;
TABLE;MO;dbo;L0015_OBSERVATIONSLISTE_LANDE;;;;;;;1;
VIEW;MO;dbo;L0015_OBSERVATIONSLISTE_LANDE_V;;;;;;;1;
VIEW;MO;dbo;L0016_FORCA_KONTROLLER_HAENDELSER_V;DET_GODE_SAMARBEJDE;PRESENTATION;Udstilling af hændelser ;;;;1;
TABLE;MO;dbo;L0016_FORCA_KONTROLLER_MD_ERK_3402;DET_GODE_SAMARBEJDE;WORK;;;;;1;
TABLE;MO;dbo;L0016_FORCA_KONTROLLER_MD_KONTROLLER_AS_IS;DET_GODE_SAMARBEJDE;WORK;;;;;1;
TABLE;MO;dbo;L0016_FORCA_KONTROLLER_MD_KONTROLLER_TO_BE;DET_GODE_SAMARBEJDE;WORK;;;;;1;
TABLE;MO;dbo;L0016_FORCA_KONTROLLER_MD_SLA;DET_GODE_SAMARBEJDE;WORK;;;;;1;
VIEW;MO;dbo;L0016_FORCA_KONTROLLER_SLA_KONTROLLER_V;DET_GODE_SAMARBEJDE;PRESENTATION;Udstilling af sammenhæng mellem SLA og relaterede kontroller;;;;1;
TABLE;MO;dbo;L0016_FORCA_KONTROLLER_T_FORCA_HAENDELSER;DET_GODE_SAMARBEJDE;WORK;;;;;1;
TABLE;MO;dbo;L0016_KONTROLLER_STAMDATA;KONTROLLER;WORK;Udstilling af stamdata på kontroller (Konfiguration) til automatiserede kontroller;;;;1;
TABLE;MO;dbo;L0016_KONTROLLER_TRANS;KONTROLLER;WORK;udslag på de automatiserede kontroller;;;;1;
VIEW;MO;dbo;L0016_KONTROLLER_V;KONTROLLER;PRESENTATION;Udstilling af udslag på kontroller;;;;1;
TABLE;MO;dbo;L0017_VK_AIP_MAPPING;VK;;;;;;1;
TABLE;MO;dbo;L0017_VK_AIP_VALUATION_BRIDGE_INPUT;VK;;;;;;1;
VIEW;MO;dbo;L0017_VK_AIP_VALUATION_BRIDGE_V;VK;;;;;;1;
TABLE;MO;dbo;L0017_VK_BACKTEST;VK;;;;;;1;
TABLE;MO;dbo;L0017_VK_BACKTEST_DETAILS;VK;;;;;;1;
TABLE;MO;dbo;L0017_VK_BACKTEST_DETAILS_OLD;VK;;;;;;1;
TABLE;MO;dbo;L0017_VK_CONFIGURATION_SEGMENTS_OLD;VK;;;;;;1;
TABLE;MO;dbo;L0017_VK_DATA_CALCULATED;VK;;;;;;1;
TABLE;MO;dbo;L0017_VK_DATA_FOR_REPORTING;VK;;;;;;1;
TABLE;MO;dbo;L0017_VK_REP_CONFIG;VK;;;;;;1;
TABLE;MO;dbo;L0017_VK_RESULT_MV_ESTIMAT;VK;;;;;;1;
VIEW;MO;dbo;L0017_VK_RESULT_MV_ESTIMAT_V;VK;;;;;;1;
TABLE;MO;dbo;L0017_VK_RESULT_MV_SCD;VK;;;;;;1;
TABLE;MO;dbo;L0017_VK_SCD_PORTFOLIO_CALC;VK;;;;;;1;
VIEW;MO;dbo;L0017_VK_SCD_PORTFOLIO_CALC_V;VK;;;;;;1;
TABLE;MO;dbo;L0017_VK_SCD_TRANSACTIONS;VK;;;;;;1;
VIEW;MO;dbo;L0017_VK_SCD_TRANSACTIONS_V;VK;;;;;;1;
TABLE;MO;dbo;L0017_VK_SECID_IN_SEGMENTS_OLD;VK;;;;;;1;
TABLE;MO;dbo;L0017_VK_SEGMENT_MAPPING;VK;;;;;;1;
TABLE;MO;dbo;L0017_VK_VALUEBRIDGE_AIP_DETAILS;VK;;;;;;1;
VIEW;MO;dbo;L0017_VK_VALUEBRIDGE_AIP_DETAILS_V;VK;;;;;;1;
TABLE;MO;dbo;L0017_VK_VALUEBRIDGE_MI_DETAILS;VK;;;;;;1;
TABLE;MO;dbo;L0017_VK_VALUEBRIDGE_MI_DETAILS_BACKUP;VK;;;;;;1;
TABLE;MO;dbo;L0018_TRIGGER_ALL_RESULTS;TRIGGER Overvågning;;;;;;1;
TABLE;MO;dbo;L0018_TRIGGERLIMITS_Total;TRIGGER Overvågning;;;;;;1;
TABLE;MO;dbo;L0018_Triggersetup_data;TRIGGER Overvågning;;;;;;1;
TABLE;MO;dbo;L0018_Triggersetup_data_BBG;TRIGGER Overvågning;;;;;;1;
TABLE;MO;dbo;L0019_EXTERNAL_DATA_CONFIG;;;;;;;1;
TABLE;MO;dbo;L0019_EXTERNAL_DATA_TECH_SETUP;;;;;;;1;
TABLE;MO;dbo;L0020_FILESHARE_SP_DOCUMENT_MAPPING;;;;;;;1;
VIEW;MO;dbo;L0020_SP_INVESTERINGER_V;;;;;;;1;
TABLE;MO;dbo;L0020_SP_SETUP_LIST;;;;;;;1;
TABLE;MO;dbo;L0020_SP_SETUP_LIST_STRUCTURES;;;;;;;1;
TABLE;MO;dbo;L0021_AARSHJUL_AKTIVITETER;;;;;;;1;
VIEW;MO;dbo;L0021_AARSHJUL_MONTH_V;;;;;;;1;
VIEW;MO;dbo;L0021_AARSHJUL_WEEK_V;;;;;;;1;
VIEW;MO;dbo;L0022_SANCTION_FULL_LIST_V;;;;;;;1;
TABLE;MO;dbo;L0022_SANCTION_QUESTIONNAIRE;;;;;;;1;
VIEW;MO;dbo;L0022_SANCTION_QUESTIONNAIRE_V;;;;;;;1;
TABLE;MO;dbo;L0022_SANCTION_SENDTO_LIST;;;;;;;1;
TABLE;MO;dbo;L0023_AD_GROUPS;;;;;;;1;
TABLE;MO;dbo;L0023_AD_GROUPS_MEMBERS;;;;;;;1;
TABLE;MO;dbo;L0023_AD_USERS;;;;;;;1;
TABLE;MO;dbo;L0023_FILESHARE_MAPPING;;;;;;;1;
TABLE;MO;dbo;L0023_FILESHARE_PERMISSIONS;;;;;;;1;
TABLE;MO;dbo;L0023_FILESHARE_PERMISSIONS_DECODE;;;;;;;1;
VIEW;MO;dbo;L0023_FILESHARE_PERMISSIONS_WITH_MEMBERS_V;;;;;;;1;
VIEW;MO;dbo;L0023_FILESHARE_PERMISSIONS_WITHOUT_MEMBERS_V;;;;;;;1;
VIEW;MO;dbo;L0024_BITools_Performance_v;;;;;;;1;
TABLE;MO;dbo;L0024_DW_FactRiskAnalyticScaled;;;;;;;1;
TABLE;MO;dbo;L0024_NUV_PERFORMANCE;;;;;;;1;
TABLE;MO;dbo;L0024_NUV_RENTE_RISK_OLD;;;;;;;1;
TABLE;MO;dbo;L0024_NUV_RENTE_RISK_PROD;;;;;;;1;
TABLE;MO;dbo;L0024_NUV_RENTE_RISK_TEST;;;;;;;1;
TABLE;MO;dbo;L0024_NUV_RENTE_STRESS_OLD;;;;;;;1;
TABLE;MO;dbo;L0024_NUV_RENTE_STRESS_PROD;;;;;;;1;
TABLE;MO;dbo;L0024_NUV_RENTE_STRESS_TEST;;;;;;;1;
TABLE;MO;dbo;L0024_RECON_01_PERFORMANCE;;;;;;;1;
TABLE;MO;dbo;L0024_RECON_01_PERFORMANCE_CURRENT_RAP;;;;;;;1;
TABLE;MO;dbo;L0024_RECON_01_PERFORMANCE_SECURITY;;;;;;;1;
TABLE;MO;dbo;L0024_RECON_02_PORTFOLIO_CALC;;;;;;;1;
TABLE;MO;dbo;L0024_RECON_02_PORTFOLIO_CALC_CURRENT_RAP;;;;;;;1;
TABLE;MO;dbo;L0024_RECON_03_VALUTAEKSPONERING;;;;;;;1;
TABLE;MO;dbo;L0024_RECON_04_PERFORMANCE_SECURITY;;;;;;;1;
TABLE;MO;dbo;L0024_RECON_05A_RISK;;;;;;;1;
TABLE;MO;dbo;L0024_RECON_ENGINE__CONFIG;;;;;;;1;
TABLE;MO;dbo;L0024_RECON_ENGINE__SEQUENCE;;;;;;;1;
TABLE;MO;dbo;L0025_EOS_ENGAGEMENTS;;;;;;;1;
TABLE;MO;dbo;L0025_GICS_IMPACT_CLASSIFICATION;;;;;;;1;
TABLE;MO;dbo;L0025_MSCI_ESG_DATA;;;;;;;1;
TABLE;MO;dbo;L0025_MSCI_INDEX_REVIEW_DATES;;;;;;;1;
VIEW;MO;dbo;L0025_MSCI_ISSUER_DATA_V;;;;;;;1;
TABLE;MO;dbo;L0026_BENCHMARK_CALC;;;;;;;1;
TABLE;MO;dbo;L0027_SKAT_LEMPELSE_HJÆLPEARK;;;;;;;1;
TABLE;MO;dbo;L0027_SKAT_LEMPELSE_KONTROL_OUTPUT;;;;;;;1;
TABLE;MO;dbo;L0027_SKAT_LEMPELSE_RENTE__RENSET_TIL_LEMPELSESBEREGNING;;;;;;;1;
TABLE;MO;dbo;L0027_SKAT_LEMPELSE_RENTE_0_BELØB;;;;;;;1;
TABLE;MO;dbo;L0027_SKAT_LEMPELSE_RENTE_DBO_SATSER;;;;;;;1;
TABLE;MO;dbo;L0027_SKAT_LEMPELSE_RENTE_NEGATIVE_POST;;;;;;;1;
TABLE;MO;dbo;L0027_SKAT_LEMPELSE_RENTE_NPA;;;;;;;1;
TABLE;MO;dbo;L0027_SKAT_LEMPELSE_RENTE_RENTE_MEN_0_SKAT;;;;;;;1;
TABLE;MO;dbo;L0027_SKAT_LEMPELSE_RENTE_UKENDT_LAND;;;;;;;1;
TABLE;MO;dbo;L0027_SKAT_LEMPELSE_UDBYTTE_0_BELØB;;;;;;;1;
TABLE;MO;dbo;L0027_SKAT_LEMPELSE_UDBYTTE_0_SKATTESATS;;;;;;;1;
TABLE;MO;dbo;L0027_SKAT_LEMPELSE_UDBYTTE_DBO_SATSER;;;;;;;1;
TABLE;MO;dbo;L0027_SKAT_LEMPELSE_UDBYTTE_EI_GRUPPE_3;;;;;;;1;
TABLE;MO;dbo;L0027_SKAT_LEMPELSE_UDBYTTE_EII_GRUPPE_4;;;;;;;1;
TABLE;MO;dbo;L0027_SKAT_LEMPELSE_UDBYTTE_EIII_GRUPPE_5;;;;;;;1;
TABLE;MO;dbo;L0027_SKAT_LEMPELSE_UDBYTTE_EIV_GRUPPE_6;;;;;;;1;
TABLE;MO;dbo;L0027_SKAT_LEMPELSE_UDBYTTE_EV_GRUPPE_7;;;;;;;1;
TABLE;MO;dbo;L0027_SKAT_LEMPELSE_UDBYTTE_EVI_GRUPPE_8;;;;;;;1;
TABLE;MO;dbo;L0027_SKAT_LEMPELSE_UDBYTTE_NPA;;;;;;;1;
TABLE;MO;dbo;L0027_SKAT_LEMPELSE_UDBYTTE_POSTER_VEDR_FORRIG_AAR;;;;;;;1;
TABLE;MO;dbo;L0027_SKAT_LEMPELSE_UDBYTTE_RENSET_TIL_LEMPELSESBEREGNING;;;;;;;1;
TABLE;MO;dbo;L0027_SKAT_LEMPELSE_UDBYTTE_UDBYTTE_MEN_0_SKAT;;;;;;;1;
TABLE;MO;dbo;L0027_SKAT_LEMPELSE_UDBYTTE_UKENDT_LAND;;;;;;;1;
TABLE;MO;dbo;L9998_FORCA_DW_DATACHECK_202406;;;;;;;1;
TABLE;MO;dbo;L9998_LOAD_CSV_FILES;;;;;;;1;
TABLE;MO;dbo;L9998_PERFORMANCE_CALC_LOAD_DATA_010_RAW;;;;;;;1;
TABLE;MO;dbo;L9998_PERFORMANCE_CALC_LOAD_DATA_018_PRE_LENS;;;;;;;1;
TABLE;MO;dbo;L9998_PERFORMANCE_CALC_LOAD_DATA_020_LENS;;;;;;;1;
TABLE;MO;dbo;L9998_SHAREPOINT_SITES;;;;;;;1;
VIEW;MO;dbo;L9999_21_MARKEDSRENTE_ALLOKERING_V;;;;;;;1;
TABLE;MO;dbo;L9999_BJC_TEST;;;;;;;1;
TABLE;MO;dbo;L9999_FORCA_DW_DATACHECK;;;;;;;1;
TABLE;MO;dbo;L9999_FORCA_DW_DATACHECK_202406;;;;;;;1;
TABLE;MO;dbo;L9999_MSCI_ESG_INDUSTRIES;;;;;;;1;
TABLE;MO;dbo;L9999_PERFORMANCE_CALC_PKA_MZA;;;;;;;1;
